gene	logFC	logCPM	LR	PValue	FDR
fig|6666666.230262.peg.617	0.26298869	5.891553337	1.523186469	0.217137922	0.400491219
fig|6666666.230262.peg.3653	0.719568153	3.138153704	1.523159934	0.217141927	0.400491219
fig|6666666.230262.peg.1196	-0.327311667	5.19736138	1.522626977	0.217222386	0.400491219
fig|6666666.230262.peg.289	-0.327328376	4.957838219	1.52257386	0.217230407	0.400491219
fig|6666666.230262.peg.3095	-0.116857945	9.399270534	1.521807113	0.217346228	0.400491219
fig|6666666.230262.peg.2419	0.344024429	4.657037211	1.521790312	0.217348767	0.400491219
fig|6666666.230262.peg.1866	-1.101488847	2.413163568	1.518165089	0.217897381	0.40110161
fig|6666666.230262.peg.202	0.240539393	5.640799553	1.518040372	0.217916284	0.40110161
fig|6666666.230262.peg.1648	0.156642872	6.969824215	1.517766508	0.2179578	0.40110161
fig|6666666.230262.peg.148	0.791378438	2.509552912	1.514398745	0.218469102	0.401723428
fig|6666666.230262.peg.1492	-0.417966995	4.257943591	1.513543885	0.218599116	0.401723428
fig|6666666.230262.peg.3936	0.321488031	4.931316104	1.513244566	0.218644661	0.401723428
fig|6666666.230262.peg.2585	-0.417902006	4.298985513	1.513100209	0.218666631	0.401723428
fig|6666666.230262.peg.2322	-0.279018743	5.568052063	1.51224972	0.21879612	0.401790924
fig|6666666.230262.peg.1345	-0.309065658	5.417117132	1.511628399	0.218890775	0.401794423
fig|6666666.230262.peg.3543	0.146734001	7.546348023	1.509556091	0.219206835	0.402070839
fig|6666666.230262.peg.809	-0.435367211	4.173026887	1.509248721	0.219253761	0.402070839
fig|6666666.230262.peg.2280	0.225470621	6.338956228	1.508632867	0.219347817	0.402070839
fig|6666666.230262.peg.2463	0.112565337	9.175204777	1.508208752	0.219412619	0.402070839
fig|6666666.230262.peg.2054	0.127254319	8.505691316	1.506847197	0.219620807	0.402282172
fig|6666666.230262.peg.4345	0.393658305	4.807740067	1.503430599	0.220144262	0.403070559
fig|6666666.230262.peg.379	-0.189833894	6.834306887	1.500451841	0.220601852	0.403737737
fig|6666666.230262.peg.2798	0.28067038	5.532873142	1.496150153	0.221264675	0.404701507
fig|6666666.230262.peg.3662	0.197638728	6.413326508	1.49528154	0.221398804	0.404701507
fig|6666666.230262.peg.2988	-0.179198706	7.010306616	1.495217353	0.221408719	0.404701507
fig|6666666.230262.peg.1821	-0.132096996	8.318237758	1.492780025	0.221785624	0.405219453
fig|6666666.230262.peg.341	-0.215087388	6.070672278	1.49009625	0.222201527	0.405808185
fig|6666666.230262.peg.2904	-0.613979296	3.487588011	1.488282278	0.222483166	0.406151316
fig|6666666.230262.peg.3253	-0.279621557	5.202557283	1.484576103	0.223059919	0.406988927
fig|6666666.230262.peg.2092	-0.16952166	7.78204038	1.484127228	0.223129894	0.406988927
fig|6666666.230262.peg.1008	0.204646012	6.398177987	1.482749598	0.223344817	0.40720949
fig|6666666.230262.peg.674	0.210281744	6.360094254	1.481132252	0.223597455	0.407498601
fig|6666666.230262.peg.2794	-0.301805189	5.06275632	1.480157026	0.223749956	0.40760505
fig|6666666.230262.peg.3472	-0.222171692	6.10326146	1.474839684	0.22458365	0.408951817
fig|6666666.230262.peg.827	0.175982379	6.649732298	1.473773924	0.224751196	0.40908495
fig|6666666.230262.peg.1257	0.16040991	7.641465265	1.470854496	0.225210922	0.409749565
fig|6666666.230262.peg.2357	0.791297391	2.596480713	1.468998099	0.225503838	0.410110254
fig|6666666.230262.peg.3624	0.674313658	2.735925144	1.467977463	0.225665076	0.410231267
fig|6666666.230262.peg.1798	-0.758771994	3.079140056	1.4673388	0.225766041	0.410242655
fig|6666666.230262.peg.1887	0.235642309	6.248526058	1.466594862	0.225883717	0.410284387
fig|6666666.230262.peg.324	0.123856579	8.415231338	1.465480406	0.22606014	0.410432744
fig|6666666.230262.peg.2266	0.377195021	4.829013389	1.464056568	0.22628578	0.410670296
fig|6666666.230262.peg.3874	0.205122393	6.3335718	1.462710704	0.226499311	0.410885685
fig|6666666.230262.peg.1401	0.230668715	5.741740203	1.455921554	0.227580161	0.412673611
fig|6666666.230262.peg.3875	0.113164344	9.059496722	1.454727141	0.227770955	0.412846768
fig|6666666.230262.peg.3541	0.157275478	7.692952344	1.453654378	0.227942481	0.412984871
fig|6666666.230262.peg.2724	0.177665213	7.713629445	1.446665428	0.229063767	0.414746673
fig|6666666.230262.peg.173	0.176560969	6.962555819	1.446400708	0.229106369	0.414746673
fig|6666666.230262.peg.3132	0.286636843	5.972861563	1.44409533	0.229477775	0.415166879
fig|6666666.230262.peg.2027	0.113784515	9.334319089	1.443770499	0.229530165	0.415166879
fig|6666666.230262.peg.3948	-0.186700048	6.48483545	1.441957369	0.229822858	0.415522797
fig|6666666.230262.peg.3051	0.141223881	7.66750495	1.440254978	0.230098084	0.41584685
fig|6666666.230262.peg.666	-0.585234554	3.59525065	1.43808917	0.230448805	0.41628659
fig|6666666.230262.peg.1432	0.395335276	4.675045982	1.437566166	0.230533594	0.41628659
fig|6666666.230262.peg.2648	-0.430210598	4.354123819	1.434032219	0.231107504	0.41712739
fig|6666666.230262.peg.3168	0.878927959	2.042967857	1.433514062	0.231191797	0.41712739
fig|6666666.230262.peg.3666	0.193477893	6.4515413	1.43276465	0.231313776	0.41717372
fig|6666666.230262.peg.1235	0.602383835	3.360921723	1.431108447	0.231583625	0.417421078
fig|6666666.230262.peg.3634	-0.162677354	7.498590821	1.430740386	0.231643645	0.417421078
fig|6666666.230262.peg.3619	0.143078937	7.752506806	1.427894851	0.232108307	0.41791948
fig|6666666.230262.peg.4167	0.162537955	6.98957341	1.427865084	0.232113174	0.41791948
fig|6666666.230262.peg.1292	0.176155936	7.277768814	1.426661953	0.232309983	0.418100061
fig|6666666.230262.peg.4043	-0.13909687	7.706904561	1.421953389	0.233082152	0.41926204
fig|6666666.230262.peg.772	-0.344672742	5.326853926	1.421545546	0.233149181	0.41926204
fig|6666666.230262.peg.205	-0.271334892	5.464341332	1.418884044	0.233587171	0.419794777
fig|6666666.230262.peg.3081	0.108508478	9.176646841	1.418568014	0.233639245	0.419794777
fig|6666666.230262.peg.4016	0.138726404	7.586477443	1.417076379	0.233885217	0.420062504
fig|6666666.230262.peg.982	-0.171993306	7.262561134	1.41542707	0.234157554	0.420256112
fig|6666666.230262.peg.1273	0.354485996	4.540507943	1.415248641	0.234187039	0.420256112
fig|6666666.230262.peg.395	-0.130820357	8.107324618	1.411371181	0.234828903	0.42123346
fig|6666666.230262.peg.953	-0.40873649	4.573101277	1.407101708	0.235538123	0.422330773
fig|6666666.230262.peg.4172	-1.169453375	2.041571035	1.402640372	0.236281986	0.423489269
fig|6666666.230262.peg.1761	-0.39975842	4.853623445	1.402041101	0.236382123	0.42349353
fig|6666666.230262.peg.1731	-0.276346624	5.650501119	1.400699368	0.236606509	0.423720296
fig|6666666.230262.peg.1406	0.156933348	8.001258146	1.399546756	0.236799473	0.423890627
fig|6666666.230262.peg.4322	0.234726439	5.596267347	1.398617526	0.236955179	0.423994149
fig|6666666.230262.peg.392	-0.122262927	8.4986314	1.397928939	0.237070642	0.424025607
fig|6666666.230262.peg.3615	0.542482934	3.481741075	1.39710386	0.237209081	0.424098118
fig|6666666.230262.peg.1512	1.047598501	1.860560998	1.396139248	0.237371057	0.424212632
fig|6666666.230262.peg.1953	-0.252689001	5.43022477	1.39115891	0.238209485	0.425518044
fig|6666666.230262.peg.3631	0.14958645	7.153445742	1.390634585	0.238297963	0.425518044
fig|6666666.230262.peg.281	-1.048384439	2.647347328	1.385384758	0.239186052	0.426927886
fig|6666666.230262.peg.4220	-0.188297924	6.816590449	1.382062395	0.239750159	0.426960823
fig|6666666.230262.peg.3458	0.377680075	4.232499832	1.3819005	0.239777688	0.426960823
fig|6666666.230262.peg.3920	-1.152548797	2.039295171	1.380574761	0.240003269	0.426960823
fig|6666666.230262.peg.1099	0.465056636	4.032004648	1.380183554	0.240069884	0.426960823
fig|6666666.230262.peg.1343	-0.129202456	8.065689912	1.380049144	0.240092777	0.426960823
fig|6666666.230262.peg.3837	0.166176619	7.164688911	1.379483144	0.240189206	0.426960823
fig|6666666.230262.peg.2259	-0.141402446	7.898388111	1.379320334	0.240216953	0.426960823
fig|6666666.230262.peg.2055	-0.262156346	5.70528998	1.378611949	0.240337724	0.426960823
fig|6666666.230262.peg.2859	1.052278953	1.762692957	1.378599738	0.240339807	0.426960823
fig|6666666.230262.peg.2732	-0.145813323	7.413284215	1.378469682	0.240361988	0.426960823
fig|6666666.230262.peg.2544	-0.277422673	5.322776997	1.378423944	0.240369789	0.426960823
fig|6666666.230262.peg.543	-0.124969242	8.163684095	1.378056937	0.240432399	0.426960823
fig|6666666.230262.peg.3879	-0.127533345	8.403848944	1.377744106	0.240485782	0.426960823
fig|6666666.230262.peg.1014	0.462051974	3.912085135	1.376436986	0.240708992	0.427182037
fig|6666666.230262.peg.1661	0.238073239	5.879993806	1.374718813	0.241002778	0.42752827
fig|6666666.230262.peg.922	-0.244194403	5.747827127	1.372596779	0.241366222	0.427997738
fig|6666666.230262.peg.578	0.122714588	8.923720855	1.36998232	0.241814921	0.428562276
fig|6666666.230262.peg.3178	-0.460532575	4.39890263	1.369589372	0.241882448	0.428562276
fig|6666666.230262.peg.3205	-0.105640852	9.216691531	1.367502616	0.242241433	0.429022848
fig|6666666.230262.peg.3486	-0.261621166	5.47346243	1.365324653	0.2426168	0.429512046
fig|6666666.230262.peg.3425	-0.141123998	7.706031003	1.361727705	0.24323828	0.430148256
fig|6666666.230262.peg.2846	0.269433936	5.673536716	1.361638591	0.243253701	0.430148256
fig|6666666.230262.peg.1340	-0.296677054	5.37284274	1.361520959	0.24327406	0.430148256
fig|6666666.230262.peg.3923	-0.165682034	7.26738685	1.36043984	0.243461268	0.430303636
fig|6666666.230262.peg.1405	0.308875156	4.913739745	1.3584195	0.243811584	0.430747056
fig|6666666.230262.peg.1218	-0.515773499	3.678048836	1.355806912	0.244265504	0.43137308
fig|6666666.230262.peg.3982	0.179671209	7.106957991	1.353549759	0.244658501	0.431891045
fig|6666666.230262.peg.1056	0.129599499	8.718448339	1.351693025	0.244982358	0.432286588
fig|6666666.230262.peg.3591	0.12696363	9.419904311	1.346374371	0.245912956	0.433752005
fig|6666666.230262.peg.1715	-0.279618876	5.200068215	1.345583724	0.246051662	0.433820025
fig|6666666.230262.peg.4268	-0.201894264	6.342502533	1.343693023	0.246383745	0.434228797
fig|6666666.230262.peg.3742	-0.142832835	7.434036126	1.34205883	0.246671215	0.434558644
fig|6666666.230262.peg.4302	-0.114383797	8.579435559	1.34066606	0.246916541	0.434673411
fig|6666666.230262.peg.4317	0.390242852	4.112392141	1.340549751	0.246937042	0.434673411
fig|6666666.230262.peg.1334	-0.480198687	3.832532925	1.337353463	0.24750123	0.435489573
fig|6666666.230262.peg.4070	-0.212742249	6.165006554	1.333624664	0.248161409	0.436473902
fig|6666666.230262.peg.3537	-0.23422569	6.272863803	1.331778797	0.248489014	0.436802071
fig|6666666.230262.peg.1748	-0.429928858	3.85020112	1.331437449	0.248549655	0.436802071
fig|6666666.230262.peg.1213	-0.428656734	4.418421814	1.328781441	0.249022116	0.43745491
fig|6666666.230262.peg.2274	0.122638643	8.633775256	1.328028395	0.249156271	0.437513161
fig|6666666.230262.peg.3889	0.203663642	6.324379007	1.323505539	0.249963884	0.438753462
fig|6666666.230262.peg.1503	-0.266548315	5.419668466	1.321952508	0.250241937	0.439063617
fig|6666666.230262.peg.1764	-0.257522549	5.746430324	1.3188034	0.250806916	0.439677708
fig|6666666.230262.peg.2645	-0.357317613	4.444018916	1.318762616	0.250814243	0.439677708
fig|6666666.230262.peg.3441	-0.192632185	6.405206906	1.318305313	0.250896421	0.439677708
fig|6666666.230262.peg.3421	-0.646191116	3.161208035	1.314377373	0.251603635	0.440738757
fig|6666666.230262.peg.1350	0.15680212	6.88284947	1.31343443	0.251773773	0.440844242
fig|6666666.230262.peg.2980	-1.159401378	2.120091518	1.311890122	0.252052724	0.440844242
fig|6666666.230262.peg.696	0.264497566	5.419363672	1.311853325	0.252059375	0.440844242
fig|6666666.230262.peg.3811	0.102809828	10.43305706	1.311789505	0.252070911	0.440844242
fig|6666666.230262.peg.3843	-0.221063838	5.830641869	1.30900988	0.252574	0.441421181
fig|6666666.230262.peg.725	-0.175633597	6.851758484	1.308841057	0.252604595	0.441421181
fig|6666666.230262.peg.1113	0.23818222	6.186246341	1.306332385	0.253059772	0.442038279
fig|6666666.230262.peg.734	-0.996466688	2.592723606	1.304693919	0.253357602	0.442323313
fig|6666666.230262.peg.2127	-0.505687466	4.063062547	1.30431159	0.253427162	0.442323313
fig|6666666.230262.peg.3414	0.222232382	5.548132513	1.302911773	0.253682039	0.442571401
fig|6666666.230262.peg.1430	0.14614199	7.782709214	1.302409172	0.253773629	0.442571401
fig|6666666.230262.peg.3001	-0.184424341	6.42394776	1.301779086	0.253888509	0.442593569
fig|6666666.230262.peg.1013	0.18452407	6.188702828	1.296839796	0.254791279	0.443988665
fig|6666666.230262.peg.3239	-0.213679511	6.138291783	1.29567853	0.255004101	0.444180847
fig|6666666.230262.peg.2189	0.188208144	6.134847013	1.29318318	0.255462159	0.444799868
fig|6666666.230262.peg.1599	-0.17784033	6.717137743	1.288955711	0.256240489	0.445975813
fig|6666666.230262.peg.3798	0.186409301	6.463089728	1.284686345	0.257029504	0.447169402
fig|6666666.230262.peg.1632	-0.67429896	3.341320038	1.283704441	0.257211392	0.447306202
fig|6666666.230262.peg.1268	0.418997803	3.908901847	1.282688642	0.257399726	0.447454098
fig|6666666.230262.peg.2702	-0.273681152	5.343605333	1.280103444	0.257879803	0.448108827
fig|6666666.230262.peg.2579	-0.142118872	7.71293561	1.279400865	0.258010464	0.448156107
fig|6666666.230262.peg.3703	-0.102894341	9.897354696	1.276347437	0.258579274	0.448964094
fig|6666666.230262.peg.970	-0.154127865	8.118518252	1.274949007	0.258840299	0.44904085
fig|6666666.230262.peg.4032	0.168992178	6.490023372	1.274421911	0.258938769	0.44904085
fig|6666666.230262.peg.234	-0.219844749	6.065792622	1.273837217	0.259048053	0.44904085
fig|6666666.230262.peg.3382	-0.5117882	3.930846842	1.273492535	0.259112504	0.44904085
fig|6666666.230262.peg.562	-0.477001127	3.901733802	1.273035072	0.259198074	0.44904085
fig|6666666.230262.peg.1557	0.704524049	2.761458239	1.272782028	0.259245421	0.44904085
fig|6666666.230262.peg.1944	-0.143415162	8.233954848	1.269342575	0.259890049	0.449977494
fig|6666666.230262.peg.4215	0.11573104	8.470594905	1.266275535	0.260466552	0.450788278
fig|6666666.230262.peg.1464	-0.299700421	4.988048398	1.265744938	0.260566447	0.450788278
fig|6666666.230262.peg.3828	-0.157710143	7.186363741	1.26295363	0.261092748	0.451518477
fig|6666666.230262.peg.1605	-0.456056713	4.201513225	1.262217793	0.26123171	0.451578518
fig|6666666.230262.peg.3133	-0.130158361	8.039500539	1.261302826	0.261404627	0.451697186
fig|6666666.230262.peg.3698	-0.453192889	4.101485972	1.260232858	0.261607018	0.451866668
fig|6666666.230262.peg.1360	0.239827281	5.516632641	1.25830086	0.26197296	0.452294951
fig|6666666.230262.peg.2144	-0.296838912	5.292645189	1.257384984	0.262146659	0.452294951
fig|6666666.230262.peg.1813	0.192653459	6.420942894	1.256936373	0.262231791	0.452294951
fig|6666666.230262.peg.3328	-0.318710362	4.865074118	1.256721375	0.262272603	0.452294951
fig|6666666.230262.peg.1039	-0.102366579	9.638168945	1.250383445	0.263479254	0.454195037
fig|6666666.230262.peg.3964	-0.479826711	3.625196065	1.247905666	0.263952861	0.454830467
fig|6666666.230262.peg.1646	0.135031043	7.761710677	1.247160298	0.264095539	0.454895377
fig|6666666.230262.peg.1433	-0.42683461	4.078748934	1.243388376	0.264819029	0.455960268
fig|6666666.230262.peg.1049	0.345069353	4.445848644	1.240171464	0.265438011	0.456665263
fig|6666666.230262.peg.2546	0.321569882	4.695536557	1.239924576	0.26548559	0.456665263
fig|6666666.230262.peg.1373	0.344995699	4.398577243	1.239617745	0.265544736	0.456665263
fig|6666666.230262.peg.2500	-0.352473722	4.55679445	1.236220677	0.266200667	0.457611622
fig|6666666.230262.peg.2129	0.154410597	7.394692004	1.235596743	0.266321359	0.457612784
fig|6666666.230262.peg.1011	0.114597213	8.382465269	1.235125231	0.266412613	0.457612784
fig|6666666.230262.peg.2775	0.121299438	7.859962717	1.23368421	0.266691742	0.457910672
fig|6666666.230262.peg.3410	0.161098312	6.632172249	1.232954247	0.266833276	0.457918613
fig|6666666.230262.peg.1064	0.126694395	7.914808927	1.23257019	0.266907779	0.457918613
fig|6666666.230262.peg.2607	-0.13424836	7.835294423	1.231146948	0.2671841	0.458211212
fig|6666666.230262.peg.2462	0.136467902	10.03954857	1.226408872	0.268106565	0.459611255
fig|6666666.230262.peg.1212	-0.289493805	5.228413895	1.222523548	0.268865973	0.460730773
fig|6666666.230262.peg.2531	-0.112124854	8.472149069	1.220064877	0.26934792	0.461257185
fig|6666666.230262.peg.3909	0.147389612	9.220852419	1.219438901	0.269470796	0.461257185
fig|6666666.230262.peg.21	0.764208187	2.346169837	1.218914044	0.269573877	0.461257185
fig|6666666.230262.peg.2510	0.174154296	6.447269898	1.218785779	0.269599075	0.461257185
fig|6666666.230262.peg.399	-0.508635226	3.509520038	1.212572526	0.270823238	0.463125546
fig|6666666.230262.peg.1018	0.274259737	5.088666442	1.212159173	0.270904924	0.463125546
fig|6666666.230262.peg.3767	0.178829737	7.111721328	1.210465027	0.271240044	0.463515531
fig|6666666.230262.peg.1173	0.330757652	4.437693269	1.208993916	0.271531466	0.463830564
fig|6666666.230262.peg.2069	0.118134126	8.277151489	1.207500186	0.271827769	0.464153684
fig|6666666.230262.peg.1290	-0.191048366	6.841883071	1.206386165	0.272049015	0.464348438
fig|6666666.230262.peg.1767	0.444151138	3.759991743	1.205026656	0.272319322	0.464626743
fig|6666666.230262.peg.226	0.183364402	6.839751629	1.203903002	0.272542987	0.464800128
fig|6666666.230262.peg.1858	-0.331124023	4.792301039	1.203037317	0.272715461	0.464800128
fig|6666666.230262.peg.3197	-0.186296546	6.744366539	1.202900023	0.272742827	0.464800128
fig|6666666.230262.peg.3268	0.276123486	4.894025057	1.200333545	0.273255024	0.465489879
fig|6666666.230262.peg.3539	-0.22444101	5.87875263	1.198287037	0.273664313	0.465919054
fig|6666666.230262.peg.1532	-0.657904826	3.016018489	1.197741276	0.273773592	0.465919054
fig|6666666.230262.peg.4318	0.405427448	3.828834882	1.197438591	0.273834223	0.465919054
fig|6666666.230262.peg.1048	-0.17521918	6.50622879	1.196924834	0.273937172	0.465919054
fig|6666666.230262.peg.2391	-0.498747068	3.769584488	1.195569398	0.274209015	0.46610194
fig|6666666.230262.peg.628	-0.2615744	5.305364543	1.195315913	0.27425989	0.46610194
fig|6666666.230262.peg.3520	0.324148524	4.553432657	1.194647028	0.274394196	0.46610252
fig|6666666.230262.peg.1916	-0.230081164	5.555802942	1.194242694	0.274475422	0.46610252
fig|6666666.230262.peg.3984	0.509096502	3.327250481	1.189532203	0.275423937	0.467246331
fig|6666666.230262.peg.37	0.509037098	3.411224935	1.18928025	0.275474786	0.467246331
fig|6666666.230262.peg.1043	-0.564063663	3.47392979	1.189248438	0.275481208	0.467246331
fig|6666666.230262.peg.664	0.508924087	3.363231897	1.188757043	0.275580419	0.467246331
fig|6666666.230262.peg.663	-0.293976531	5.073950631	1.186723417	0.27599148	0.467760207
fig|6666666.230262.peg.2883	-0.103783596	8.986670648	1.184723622	0.276396454	0.46826337
